0.000000,-69.371151,-70.792667,
0.050000,-69.371151,-70.792667,
0.100000,-69.371151,-70.792667,
0.150000,-69.371151,-70.792667,
0.200000,-69.371151,-70.792667,
0.250000,-69.371151,-70.792667,
0.300000,-69.371151,-70.792667,
0.350000,-69.371151,-70.792667,
0.400000,-69.371151,-70.792667,
0.450000,-69.371151,-70.792667,
0.500000,-69.371151,-70.792667,
0.550000,-69.371151,-70.792667,
0.600000,-69.371151,-70.792667,
0.650000,-69.371151,-70.792667,
0.700000,-69.371151,-70.792667,
0.750000,-69.371151,-70.792667,
0.800000,-69.371151,-70.792667,
0.850000,-69.371151,-70.792667,
0.900000,-69.371151,-70.792667,
0.950000,-69.371151,-70.792667,
1.000000,-69.371151,-70.792667,
1.050000,-69.371151,-70.792667,
1.100000,-69.371151,-70.792667,
1.150000,-69.371151,-70.792667,
1.200000,-69.371151,-70.792667,
1.250000,-69.371151,-70.792667,
1.300000,-69.371151,-70.792667,
1.350000,-69.371151,-70.792667,
1.400000,-69.371151,-70.792667,
1.450000,-69.371151,-70.792667,
1.500000,-69.371151,-70.792667,
1.550000,-69.371151,-70.792667,
1.600000,-69.371151,-70.792667,
1.650000,-69.371151,-70.792667,
1.700000,-69.371151,-70.792667,
1.750000,-69.371151,-70.792667,
1.800000,-69.371151,-70.792667,
1.850000,-69.371151,-70.792667,
1.900000,-69.371151,-70.792667,
1.950000,-69.371151,-70.792667,
2.000000,-69.371151,-70.792667,
2.050000,-69.371151,-70.792667,
2.100000,-69.371151,-70.792667,
2.150000,-69.371151,-70.792667,
2.200000,-69.371151,-70.792667,
2.250000,-69.371151,-70.792667,
2.300000,-69.371151,-70.792667,
2.350000,-69.371151,-70.792667,
2.400000,-69.371151,-70.792667,
2.450000,-69.371151,-70.792667,
2.500000,-69.371151,-70.792667,
2.550000,-69.371151,-70.792667,
2.600000,-69.371151,-70.792667,
2.650000,-69.371151,-70.792667,
2.700000,-69.371151,-70.792667,
2.750000,-69.371151,-70.792667,
2.800000,-69.371151,-70.792667,
2.850000,-69.371151,-70.792667,
2.900000,-69.371151,-70.792667,
2.950000,-69.371151,-70.792667,
3.000000,-69.371151,-70.792667,
3.050000,-69.371151,-70.792667,
3.100000,-69.371151,-70.792667,
3.150000,-69.371151,-70.792667,
3.200000,-69.371151,-70.792667,
3.250000,-69.371151,-70.792667,
3.300000,-69.371151,-70.792667,
3.350000,-69.371151,-70.792667,
3.400000,-69.371151,-70.792667,
3.450000,-69.371151,-70.792667,
